Time_stamp	epoch	train_loss	val_loss	epoch_time	learing_rate
301	0.168693	0.182669	143.25s	0.001	2020-04-23 07:41:23
302	0.167895	0.182902	135.936s	0.001	2020-04-23 07:43:39
303	0.167434	0.180987	137.216s	0.001	2020-04-23 07:45:56
304	0.16767	0.181785	137.392s	0.001	2020-04-23 07:48:14
305	0.170205	0.183161	133.74s	0.001	2020-04-23 07:50:28
306	0.169636	0.185516	132.501s	0.001	2020-04-23 07:52:40
307	0.168672	0.182901	125.224s	0.001	2020-04-23 07:54:45
308	0.167795	0.181767	129.761s	0.001	2020-04-23 07:56:55
309	0.16885	0.181263	125.34s	0.001	2020-04-23 07:59:01
310	0.167198	0.181457	136.533s	0.001	2020-04-23 08:01:17
311	0.16721	0.180485	146.765s	0.001	2020-04-23 08:03:44
312	0.167074	0.18289	129.311s	0.001	2020-04-23 08:05:53
313	0.168656	0.18219	136.9s	0.001	2020-04-23 08:08:10
314	0.167893	0.180789	132.318s	0.001	2020-04-23 08:10:23
315	0.167318	0.180284	123.157s	0.001	2020-04-23 08:12:26
316	0.169355	0.190731	126.801s	0.001	2020-04-23 08:14:33
317	0.171719	0.1859	128.993s	0.001	2020-04-23 08:16:42
318	0.168472	0.183636	132.995s	0.001	2020-04-23 08:18:55
319	0.170576	0.185142	130.904s	0.001	2020-04-23 08:21:06
320	0.168788	0.182451	131.875s	0.001	2020-04-23 08:23:18
321	0.167394	0.18284	138.95s	0.001	2020-04-23 08:25:37
322	0.16706	0.182434	137.747s	0.001	2020-04-23 08:27:55
323	0.167165	0.182806	136.283s	0.001	2020-04-23 08:30:11
324	0.167737	0.180631	139.83s	0.001	2020-04-23 08:32:31
325	0.167914	0.182249	131.266s	0.001	2020-04-23 08:34:42
326	0.171895	0.183311	130.267s	0.001	2020-04-23 08:36:52
327	0.167591	0.183214	140.719s	0.001	2020-04-23 08:39:13
328	0.167248	0.183819	159.986s	0.001	2020-04-23 08:41:53
329	0.16721	0.181631	114.146s	0.001	2020-04-23 08:43:47
330	0.168162	0.184106	128.254s	0.001	2020-04-23 08:45:56
331	0.16898	0.182573	144.151s	0.001	2020-04-23 08:48:20
332	0.16729	0.180077	121.172s	0.001	2020-04-23 08:50:21
333	0.166867	0.180613	113.881s	0.001	2020-04-23 08:52:15
334	0.166738	0.183405	109.715s	0.001	2020-04-23 08:54:05
335	0.168696	0.183036	109.654s	0.001	2020-04-23 08:55:55
336	0.168268	0.182186	111.313s	0.001	2020-04-23 08:57:46
337	0.166994	0.182345	111.585s	0.001	2020-04-23 08:59:38
338	0.167925	0.179741	112.342s	0.001	2020-04-23 09:01:30
339	0.167279	0.182657	128.941s	0.001	2020-04-23 09:03:39
340	0.166788	0.180918	113.879s	0.001	2020-04-23 09:05:33
341	0.167527	0.181709	99.1784s	0.001	2020-04-23 09:07:12
342	0.168039	0.182884	101.589s	0.001	2020-04-23 09:08:54
343	0.166767	0.185317	106.975s	0.001	2020-04-23 09:10:41
344	0.176173	0.188779	101.363s	0.001	2020-04-23 09:12:22
345	0.169113	0.182087	106.241s	0.001	2020-04-23 09:14:08
346	0.16726	0.180563	112.872s	0.001	2020-04-23 09:16:01
347	0.167276	0.182646	110.637s	0.001	2020-04-23 09:17:52
348	0.167243	0.182043	116.268s	0.001	2020-04-23 09:19:48
349	0.167018	0.180212	113.647s	0.001	2020-04-23 09:21:42
350	0.169171	0.185382	110.36s	0.001	2020-04-23 09:23:33
351	0.167984	0.183082	112.396s	0.001	2020-04-23 09:25:25
352	0.167158	0.182824	118.375s	0.001	2020-04-23 09:27:23
353	0.167148	0.18087	99.8377s	0.001	2020-04-23 09:29:03
354	0.16815	0.184009	91.7455s	0.001	2020-04-23 09:30:35
355	0.16779	0.183362	103.449s	0.001	2020-04-23 09:32:19
356	0.167076	0.180052	106.601s	0.001	2020-04-23 09:34:05
357	0.167566	0.184297	110.539s	0.001	2020-04-23 09:35:56
358	0.166888	0.181759	104.995s	0.001	2020-04-23 09:37:41
359	0.168426	0.182631	98.4138s	0.001	2020-04-23 09:39:19
360	0.169958	0.184517	106.142s	0.001	2020-04-23 09:41:06
361	0.169427	0.183601	109.389s	0.001	2020-04-23 09:42:55
362	0.167462	0.184903	97.1433s	0.001	2020-04-23 09:44:32
363	0.167089	0.180798	107.541s	0.001	2020-04-23 09:46:20
364	0.166599	0.182185	108.136s	0.001	2020-04-23 09:48:08
365	0.166852	0.181716	106.435s	0.001	2020-04-23 09:49:55
366	0.16758	0.183986	108.934s	0.001	2020-04-23 09:51:44
367	0.166745	0.181764	99.7341s	0.001	2020-04-23 09:53:23
368	0.168839	0.183396	113s	0.001	2020-04-23 09:55:16
369	0.170178	0.181709	127.75s	0.001	2020-04-23 09:57:24
370	0.176567	0.196966	118.002s	0.001	2020-04-23 09:59:22
371	0.173617	0.190555	118.157s	0.001	2020-04-23 10:01:21
372	0.17182	0.188693	118.106s	0.001	2020-04-23 10:03:19
373	0.168633	0.184056	106.508s	0.001	2020-04-23 10:05:05
374	0.168413	0.183787	113.27s	0.001	2020-04-23 10:06:59
375	0.168882	0.186093	120.445s	0.001	2020-04-23 10:08:59
376	0.168534	0.182958	107.16s	0.001	2020-04-23 10:10:46
377	0.167778	0.181686	115.498s	0.001	2020-04-23 10:12:42
378	0.168002	0.180013	109.281s	0.001	2020-04-23 10:14:31
379	0.169776	0.180901	128.918s	0.001	2020-04-23 10:16:40
380	0.171263	0.184658	116.024s	0.001	2020-04-23 10:18:36
381	0.167992	0.182436	109.907s	0.001	2020-04-23 10:20:26
382	0.167215	0.182584	119.524s	0.001	2020-04-23 10:22:26
383	0.167063	0.182481	116.363s	0.001	2020-04-23 10:24:22
384	0.167665	0.182611	116.429s	0.001	2020-04-23 10:26:19
385	0.166625	0.180829	102.075s	0.001	2020-04-23 10:28:01
386	0.16736	0.178269	104.286s	0.001	2020-04-23 10:29:45
387	0.169054	0.189027	107.507s	0.001	2020-04-23 10:31:33
388	0.169275	0.183535	104.655s	0.001	2020-04-23 10:33:17
389	0.173216	0.192926	84.9248s	0.001	2020-04-23 10:34:42
390	0.170838	0.185394	84.3092s	0.001	2020-04-23 10:36:07
391	0.168831	0.181554	85.8205s	0.001	2020-04-23 10:37:33
392	0.167486	0.182943	102.038s	0.001	2020-04-23 10:39:15
393	0.168385	0.182492	103.718s	0.001	2020-04-23 10:40:58
394	0.167741	0.181331	93.9576s	0.001	2020-04-23 10:42:32
395	0.167419	0.181726	81.2459s	0.001	2020-04-23 10:43:54
396	0.167882	0.188369	82.5663s	0.001	2020-04-23 10:45:16
397	0.168063	0.181889	86.352s	0.001	2020-04-23 10:46:43
398	0.168262	0.18109	93.9008s	0.001	2020-04-23 10:48:17
399	0.166928	0.183337	97.4006s	0.001	2020-04-23 10:49:54
400	0.169484	0.184804	96.225s	0.001	2020-04-23 10:51:31
401	0.167726	0.181952	96.8209s	0.001	2020-04-23 10:53:08
402	0.166944	0.182902	88.2471s	0.001	2020-04-23 10:54:36
403	0.16784	0.192223	88.6886s	0.001	2020-04-23 10:56:05
404	0.170061	0.183581	96.1973s	0.001	2020-04-23 10:57:41
405	0.169954	0.187113	106.304s	0.001	2020-04-23 10:59:27
406	0.172325	0.181688	98.9384s	0.001	2020-04-23 11:01:06
407	0.168468	0.183439	91.1424s	0.001	2020-04-23 11:02:37
408	0.167484	0.181691	93.2418s	0.001	2020-04-23 11:04:11
409	0.167567	0.180297	101.084s	0.001	2020-04-23 11:05:52
410	0.167732	0.182572	91.635s	0.001	2020-04-23 11:07:24
411	0.167848	0.181531	93.7116s	0.001	2020-04-23 11:08:57
412	0.168426	0.181422	95.4128s	0.001	2020-04-23 11:10:33
413	0.167132	0.18039	103.054s	0.001	2020-04-23 11:12:16
414	0.168068	0.183592	101.144s	0.001	2020-04-23 11:13:57
415	0.170718	0.183578	102.616s	0.001	2020-04-23 11:15:40
416	0.169537	0.183152	102.352s	0.001	2020-04-23 11:17:22
417	0.172932	0.183962	99.014s	0.001	2020-04-23 11:19:01
418	0.169246	0.182551	94.5814s	0.001	2020-04-23 11:20:36
419	0.16695	0.182165	105.103s	0.001	2020-04-23 11:22:21
420	0.169324	0.181723	97.3547s	0.001	2020-04-23 11:23:58
421	0.168087	0.178099	96.907s	0.001	2020-04-23 11:25:35
422	0.167076	0.179633	97.7161s	0.001	2020-04-23 11:27:13
423	0.167245	0.180902	97.4648s	0.001	2020-04-23 11:28:51
424	0.167359	0.181645	93.2426s	0.001	2020-04-23 11:30:24
425	0.166522	0.182861	100.574s	0.001	2020-04-23 11:32:05
426	0.168663	0.180306	92.8735s	0.001	2020-04-23 11:33:38
427	0.167814	0.18155	101.194s	0.001	2020-04-23 11:35:19
428	0.166879	0.181804	95.332s	0.001	2020-04-23 11:36:54
429	0.16836	0.179693	101.153s	0.001	2020-04-23 11:38:36
430	0.166802	0.180374	99.8907s	0.001	2020-04-23 11:40:16
431	0.168585	0.180629	97.0333s	0.001	2020-04-23 11:41:53
432	0.167074	0.180882	95.8044s	0.001	2020-04-23 11:43:29
433	0.175519	0.182456	98.1313s	0.001	2020-04-23 11:45:07
434	0.168999	0.189964	97.2612s	0.001	2020-04-23 11:46:44
435	0.170101	0.185066	98.6388s	0.001	2020-04-23 11:48:23
436	0.168158	0.183124	98.651s	0.001	2020-04-23 11:50:01
437	0.168809	0.182	94.8896s	0.001	2020-04-23 11:51:36
438	0.167466	0.180772	96.1517s	0.001	2020-04-23 11:53:13
439	0.171052	0.183532	97.5926s	0.001	2020-04-23 11:54:50
440	0.167566	0.180394	94.4588s	0.001	2020-04-23 11:56:25
441	0.167318	0.182459	98.9676s	0.001	2020-04-23 11:58:04
442	0.16879	0.198997	105.176s	0.001	2020-04-23 11:59:49
443	0.170967	0.194563	108.624s	0.001	2020-04-23 12:01:38
444	0.174535	0.20654	110.658s	0.001	2020-04-23 12:03:29
445	0.17644	0.188864	109.528s	0.001	2020-04-23 12:05:18
446	0.171254	0.185778	105.66s	0.001	2020-04-23 12:07:04
447	0.168885	0.183596	106.153s	0.001	2020-04-23 12:08:50
448	0.168327	0.18247	112.779s	0.001	2020-04-23 12:10:43
449	0.167172	0.182027	111.08s	0.001	2020-04-23 12:12:34
450	0.167364	0.181907	119.074s	0.001	2020-04-23 12:14:33
451	0.17432	0.186285	115.019s	0.001	2020-04-23 12:16:28
452	0.170533	0.181122	114.134s	0.001	2020-04-23 12:18:22
453	0.16859	0.18131	115.072s	0.001	2020-04-23 12:20:18
454	0.167702	0.178851	114.557s	0.001	2020-04-23 12:22:12
455	0.16837	0.18061	110.588s	0.001	2020-04-23 12:24:03
456	0.17223	0.18936	129.527s	0.001	2020-04-23 12:26:12
457	0.172666	0.183998	132.947s	0.001	2020-04-23 12:28:25
458	0.168296	0.181295	121.679s	0.001	2020-04-23 12:30:27
459	0.167224	0.181793	118.291s	0.001	2020-04-23 12:32:25
460	0.16769	0.182788	123.888s	0.001	2020-04-23 12:34:29
461	0.167387	0.179225	126.586s	0.001	2020-04-23 12:36:36
462	0.16756	0.182639	116.016s	0.001	2020-04-23 12:38:32
463	0.168064	0.181001	112.834s	0.001	2020-04-23 12:40:25
464	0.180739	0.190579	122.428s	0.001	2020-04-23 12:42:27
465	0.171679	0.186115	124.121s	0.001	2020-04-23 12:44:32
466	0.170196	0.181866	114.022s	0.001	2020-04-23 12:46:26
467	0.169725	0.200639	115.249s	0.001	2020-04-23 12:48:21
468	0.172192	0.181711	117.208s	0.001	2020-04-23 12:50:18
469	0.168716	0.183343	96.1309s	0.001	2020-04-23 12:51:54
470	0.167941	0.181297	111.339s	0.001	2020-04-23 12:53:46
471	0.168074	0.183753	82.8348s	0.001	2020-04-23 12:55:09
472	0.16756	0.184293	88.5527s	0.001	2020-04-23 12:56:37
473	0.168463	0.182565	88.0297s	0.001	2020-04-23 12:58:05
474	0.170615	0.188934	87.1472s	0.001	2020-04-23 12:59:33
475	0.169975	0.185272	90.2985s	0.001	2020-04-23 13:01:03
476	0.16776	0.180677	88.4543s	0.001	2020-04-23 13:02:32
477	0.167523	0.183182	90.3537s	0.001	2020-04-23 13:04:02
478	0.168351	0.182991	85.3394s	0.001	2020-04-23 13:05:27
479	0.167931	0.182763	86.7311s	0.001	2020-04-23 13:06:54
480	0.168265	0.18264	86.7445s	0.001	2020-04-23 13:08:21
481	0.167324	0.181182	91.7016s	0.001	2020-04-23 13:09:53
482	0.167436	0.180308	88.4257s	0.001	2020-04-23 13:11:21
483	0.166439	0.181623	117.932s	0.001	2020-04-23 13:13:19
484	0.167983	0.185668	123.595s	0.001	2020-04-23 13:15:23
485	0.167078	0.182232	97.7502s	0.001	2020-04-23 13:17:01
486	0.1676	0.186376	89.323s	0.001	2020-04-23 13:18:30
487	0.167765	0.180921	91.11s	0.001	2020-04-23 13:20:01
488	0.169825	0.181924	89.0958s	0.001	2020-04-23 13:21:30
489	0.170375	0.194818	103.831s	0.001	2020-04-23 13:23:14
490	0.172092	0.189128	94.7692s	0.001	2020-04-23 13:24:49
491	0.172923	0.184295	88.7965s	0.001	2020-04-23 13:26:18
492	0.177235	0.189972	95.3252s	0.001	2020-04-23 13:27:53
493	0.173159	0.187283	88.0175s	0.001	2020-04-23 13:29:22
494	0.170086	0.190265	91.6305s	0.001	2020-04-23 13:30:53
495	0.17021	0.181475	88.6677s	0.001	2020-04-23 13:32:22
496	0.168694	0.182288	90.7893s	0.001	2020-04-23 13:33:53
497	0.16964	0.182942	88.4737s	0.001	2020-04-23 13:35:21
498	0.168598	0.174445	111.304s	0.001	2020-04-23 13:37:13
499	0.167105	0.176514	105.582s	0.001	2020-04-23 13:38:58
500	0.167704	0.173216	91.5746s	0.001	2020-04-23 13:40:30
501	0.166455	0.173588	93.5345s	0.001	2020-04-23 13:42:04
502	0.165911	0.179287	115.514s	0.001	2020-04-23 13:43:59
503	0.167442	0.174056	118.427s	0.001	2020-04-23 13:45:58
504	0.165844	0.176166	95.6485s	0.001	2020-04-23 13:47:33
505	0.165612	0.174446	98.2216s	0.001	2020-04-23 13:49:12
506	0.166643	0.1746	98.9463s	0.001	2020-04-23 13:50:51
507	0.166054	0.172903	99.0225s	0.001	2020-04-23 13:52:30
508	0.165644	0.172764	106.161s	0.001	2020-04-23 13:54:16
509	0.165199	0.173876	100.21s	0.001	2020-04-23 13:55:56
510	0.16543	0.174808	102.165s	0.001	2020-04-23 13:57:39
511	0.165963	0.176061	95.8187s	0.001	2020-04-23 13:59:15
512	0.165859	0.174531	102.966s	0.001	2020-04-23 14:00:58
513	0.167063	0.179494	100.426s	0.001	2020-04-23 14:02:38
514	0.165939	0.172954	96.8644s	0.001	2020-04-23 14:04:15
515	0.168363	0.176974	107.373s	0.001	2020-04-23 14:06:02
516	0.166184	0.173167	105.675s	0.001	2020-04-23 14:07:48
517	0.164723	0.172938	100.396s	0.001	2020-04-23 14:09:29
518	0.165186	0.173371	96.8159s	0.001	2020-04-23 14:11:06
519	0.165158	0.173356	100.731s	0.001	2020-04-23 14:12:46
520	0.165573	0.17232	104.949s	0.001	2020-04-23 14:14:31
521	0.167697	0.174649	98.4644s	0.001	2020-04-23 14:16:10
522	0.16578	0.174581	93.8233s	0.001	2020-04-23 14:17:44
523	0.164687	0.173084	93.1042s	0.001	2020-04-23 14:19:17
524	0.165159	0.174813	96.862s	0.001	2020-04-23 14:20:54
525	0.167971	0.175305	100.148s	0.001	2020-04-23 14:22:34
526	0.165793	0.174078	143.069s	0.001	2020-04-23 14:24:57
527	0.165307	0.173227	133.741s	0.001	2020-04-23 14:27:11
528	0.164928	0.172648	104.349s	0.001	2020-04-23 14:28:56
529	0.165735	0.175189	104.505s	0.001	2020-04-23 14:30:40
530	0.164753	0.173642	101.523s	0.001	2020-04-23 14:32:22
531	0.164714	0.17544	104.3s	0.001	2020-04-23 14:34:06
532	0.167255	0.181443	99.422s	0.001	2020-04-23 14:35:46
533	0.165695	0.175766	95.6431s	0.001	2020-04-23 14:37:21
534	0.164811	0.174685	100.017s	0.001	2020-04-23 14:39:01
535	0.167273	0.174949	95.7644s	0.001	2020-04-23 14:40:37
536	0.166501	0.171386	95.7294s	0.001	2020-04-23 14:42:13
537	0.16511	0.170875	96.7971s	0.001	2020-04-23 14:43:50
538	0.16496	0.172582	94.8323s	0.001	2020-04-23 14:45:25
539	0.164363	0.172006	98.4263s	0.001	2020-04-23 14:47:03
540	0.164041	0.171993	90.9634s	0.001	2020-04-23 14:48:34
541	0.164574	0.172477	88.9277s	0.001	2020-04-23 14:50:03
542	0.164745	0.172076	123.808s	0.001	2020-04-23 14:52:07
543	0.167387	0.173391	150.826s	0.001	2020-04-23 14:54:38
544	0.166961	0.17155	98.2878s	0.001	2020-04-23 14:56:16
545	0.165405	0.17578	95.4589s	0.001	2020-04-23 14:57:52
546	0.16944	0.175385	88.5403s	0.001	2020-04-23 14:59:21
547	0.165795	0.173423	96.4284s	0.001	2020-04-23 15:00:57
548	0.16474	0.173631	198.672s	0.001	2020-04-23 15:04:16
549	0.166256	0.173658	305.942s	0.001	2020-04-23 15:09:22
550	0.165515	0.170569	324.2s	0.001	2020-04-23 15:14:46
551	0.166519	0.174158	321.319s	0.001	2020-04-23 15:20:07
552	0.166046	0.172635	261.156s	0.001	2020-04-23 15:24:29
553	0.167527	0.174056	343.799s	0.001	2020-04-23 15:30:13
554	0.166032	0.172686	347.777s	0.001	2020-04-23 15:36:00
555	0.164814	0.174305	325.826s	0.001	2020-04-23 15:41:26
556	0.164491	0.173159	337.157s	0.001	2020-04-23 15:47:04
557	0.164108	0.172471	237.217s	0.001	2020-04-23 15:51:01
558	0.165047	0.175338	98.0444s	0.001	2020-04-23 15:52:39
559	0.16431	0.173064	260.047s	0.001	2020-04-23 15:56:59
560	0.167912	0.174955	279.957s	0.001	2020-04-23 16:01:39
561	0.166345	0.172171	288.708s	0.001	2020-04-23 16:06:28
562	0.168412	0.175845	290.612s	0.001	2020-04-23 16:11:19
563	0.165653	0.176029	290.43s	0.001	2020-04-23 16:16:09
564	0.164296	0.172079	344.974s	0.001	2020-04-23 16:21:54
565	0.164762	0.171166	237.233s	0.001	2020-04-23 16:25:51
566	0.166184	0.173737	260.828s	0.001	2020-04-23 16:30:12
567	0.165899	0.171952	257.912s	0.001	2020-04-23 16:34:30
568	0.165939	0.182565	309.969s	0.001	2020-04-23 16:39:40
569	0.166828	0.175339	291.625s	0.001	2020-04-23 16:44:32
570	0.165383	0.173454	267.646s	0.001	2020-04-23 16:49:00
571	0.164427	0.172265	267.587s	0.001	2020-04-23 16:53:27
572	0.164855	0.171039	271.322s	0.001	2020-04-23 16:57:59
573	0.163863	0.17278	299.088s	0.001	2020-04-23 17:02:58
574	0.165482	0.180796	306.427s	0.001	2020-04-23 17:08:04
575	0.166369	0.186559	308.775s	0.001	2020-04-23 17:13:13
576	0.169511	0.174431	260.761s	0.001	2020-04-23 17:17:34
577	0.164886	0.174492	260.855s	0.001	2020-04-23 17:21:55
578	0.165258	0.173471	312.87s	0.001	2020-04-23 17:27:08
579	0.164805	0.182382	297.775s	0.001	2020-04-23 17:32:06
580	0.16518	0.173276	304.37s	0.001	2020-04-23 17:37:10
581	0.165645	0.173208	282.782s	0.001	2020-04-23 17:41:53
582	0.164984	0.174735	279.583s	0.001	2020-04-23 17:46:33
583	0.16464	0.173145	300.253s	0.001	2020-04-23 17:51:33
584	0.16623	0.173488	275.973s	0.001	2020-04-23 17:56:09
585	0.165101	0.174056	279.247s	0.001	2020-04-23 18:00:49
586	0.165786	0.173695	277.379s	0.001	2020-04-23 18:05:26
587	0.165747	0.178238	265.728s	0.001	2020-04-23 18:09:52
588	0.164372	0.172409	284.013s	0.001	2020-04-23 18:14:36
589	0.163934	0.172462	293.248s	0.001	2020-04-23 18:19:29
590	0.164346	0.17553	311.663s	0.001	2020-04-23 18:24:41
591	0.164539	0.175423	299.6s	0.001	2020-04-23 18:29:41
592	0.164354	0.174491	281.019s	0.001	2020-04-23 18:34:22
593	0.17192	0.177891	304.103s	0.001	2020-04-23 18:39:26
594	0.168701	0.176393	302.624s	0.001	2020-04-23 18:44:29
595	0.166885	0.173657	300.968s	0.001	2020-04-23 18:49:30
596	0.167057	0.174109	328.252s	0.001	2020-04-23 18:54:58
597	0.165308	0.180585	301.248s	0.001	2020-04-23 18:59:59
598	0.164552	0.171793	336.771s	0.001	2020-04-23 19:05:36
599	0.164834	0.173778	295.966s	0.001	2020-04-23 19:10:32
600	0.164191	0.174373	292.147s	0.001	2020-04-23 19:15:24
